Timestamp,Camera_ID,Local_Track_ID,Assigned_Global_ID,Ground_Truth_ID
850.88,Cam_19,1818,9,75
851.06,Cam_08,1819,13,139
851.28,Cam_18,1820,44,29
851.79,Cam_12,1821,78,111
853.08,Cam_10,1822,52,14
853.19,Cam_07,1823,55,136
854.12,Cam_03,1824,49,72
856.05,Cam_18,1825,5,82
856.25,Cam_03,1826,85,24
856.59,Cam_19,1827,9,60
859.89,Cam_18,1828,44,128
860.63,Cam_08,1829,13,8
860.92,Cam_11,1830,2,137
861.36,Cam_20,1831,25,98
862.51,Cam_10,1832,36,39
862.68,Cam_05,1833,46,80
863.91,Cam_15,1834,6,99
864.51,Cam_12,1835,48,27
865.19,Cam_10,1836,52,3
866.00,Cam_15,1837,50,44
867.55,Cam_05,1838,46,122
867.96,Cam_02,1839,39,30
868.09,Cam_18,1840,5,7
868.90,Cam_18,1841,44,56
869.02,Cam_16,1842,41,107
870.05,Cam_17,1843,73,48
870.14,Cam_11,1844,2,133
870.27,Cam_19,1845,9,120
871.35,Cam_01,1846,8,114
871.38,Cam_09,1847,68,93
871.45,Cam_15,1848,6,43
871.53,Cam_07,1849,57,103
871.73,Cam_10,1850,79,79
873.61,Cam_04,1851,3,131
876.58,Cam_04,1852,16,91
877.62,Cam_13,1853,78,89
878.79,Cam_05,1854,46,52
879.59,Cam_10,1855,31,85
880.68,Cam_20,1856,25,120
882.02,Cam_18,1857,44,37
883.03,Cam_09,1858,13,51
883.45,Cam_05,1859,7,122
884.54,Cam_02,1860,39,71
884.77,Cam_19,1861,9,70
885.16,Cam_12,1862,65,74
885.53,Cam_01,1863,8,1
886.79,Cam_12,1864,33,55
887.53,Cam_09,1865,13,117
887.62,Cam_07,1866,57,103
889.48,Cam_18,1867,10,128
889.85,Cam_14,1868,50,57
890.78,Cam_01,1869,76,5
891.86,Cam_09,1870,59,10
893.62,Cam_13,1871,86,49
893.74,Cam_05,1872,45,100
896.13,Cam_05,1873,7,65
897.03,Cam_19,1874,9,13
897.09,Cam_07,1875,57,109
897.26,Cam_18,1876,44,58
897.26,Cam_02,1877,39,123
898.54,Cam_06,1878,4,84
898.62,Cam_05,1879,46,12
899.02,Cam_04,1880,49,122
899.15,Cam_11,1881,36,105
899.16,Cam_08,1882,68,93
900.33,Cam_11,1883,66,35
900.90,Cam_03,1884,3,144
901.11,Cam_08,1885,55,136
902.90,Cam_17,1886,28,106
904.59,Cam_10,1887,31,85
905.05,Cam_09,1888,13,88
905.54,Cam_12,1889,33,53
905.93,Cam_18,1890,30,128
906.57,Cam_10,1891,2,51
907.44,Cam_15,1892,41,92
907.71,Cam_20,1893,9,63
907.81,Cam_10,1894,59,10
907.89,Cam_17,1895,5,15
908.55,Cam_18,1896,44,40
909.11,Cam_02,1897,51,6
909.94,Cam_18,1898,30,121
910.22,Cam_03,1899,26,126
910.84,Cam_13,1900,65,59
912.33,Cam_02,1901,39,30
912.46,Cam_04,1902,84,20
913.15,Cam_09,1903,52,139
913.47,Cam_09,1904,13,14
913.63,Cam_08,1905,55,117
914.12,Cam_03,1906,3,125
914.50,Cam_06,1907,4,119
915.15,Cam_02,1908,51,21
915.22,Cam_01,1909,39,135
915.58,Cam_10,1910,66,35
917.25,Cam_04,1911,49,148
917.76,Cam_14,1912,6,69
918.78,Cam_07,1913,57,116
919.61,Cam_18,1914,44,82
920.32,Cam_12,1915,33,74
922.07,Cam_03,1916,3,113
922.44,Cam_19,1917,25,22
922.49,Cam_04,1918,87,31
922.74,Cam_09,1919,52,3
922.95,Cam_15,1920,41,54
924.31,Cam_17,1921,5,56
925.70,Cam_16,1922,28,44
925.78,Cam_18,1923,88,112
925.80,Cam_03,1924,16,90
926.66,Cam_12,1925,78,41
927.23,Cam_09,1926,89,61
927.64,Cam_02,1927,85,24
928.61,Cam_17,1928,10,45
928.89,Cam_09,1929,31,85
929.30,Cam_19,1930,25,73
929.88,Cam_18,1931,44,138
929.94,Cam_12,1932,33,64
930.28,Cam_10,1933,36,105
932.13,Cam_19,1934,25,40
932.34,Cam_05,1935,4,118
933.04,Cam_11,1936,2,25
935.86,Cam_08,1937,13,103
935.90,Cam_18,1938,44,7
936.51,Cam_02,1939,8,114
936.86,Cam_18,1940,30,106
938.90,Cam_07,1941,57,66
939.82,Cam_08,1942,81,4
940.04,Cam_09,1943,52,3
940.69,Cam_01,1944,51,147
940.72,Cam_14,1945,65,89
941.23,Cam_12,1946,33,145
941.27,Cam_09,1947,55,32
941.36,Cam_04,1948,46,113
941.40,Cam_10,1949,36,139
941.65,Cam_07,1950,57,116
941.74,Cam_11,1951,83,111
942.27,Cam_08,1952,13,88
942.52,Cam_02,1953,76,144
942.72,Cam_07,1954,90,136
943.10,Cam_13,1955,50,57
943.32,Cam_11,1956,2,53
943.76,Cam_05,1957,4,148
943.82,Cam_18,1958,44,29
944.12,Cam_03,1959,49,26
944.32,Cam_02,1960,8,21
945.22,Cam_14,1961,65,69
946.02,Cam_17,1962,10,138
946.55,Cam_18,1963,30,15
947.67,Cam_09,1964,52,103
947.93,Cam_01,1965,85,24
948.43,Cam_04,1966,7,126
948.71,Cam_07,1967,57,108
948.85,Cam_01,1968,51,71
949.06,Cam_15,1969,6,43
949.64,Cam_04,1970,46,125
950.34,Cam_04,1971,26,80
950.94,Cam_03,1972,49,72
952.80,Cam_17,1973,28,140
953.24,Cam_02,1974,8,97
955.51,Cam_09,1975,55,105
955.66,Cam_17,1976,10,121
955.69,Cam_09,1977,52,110
956.26,Cam_13,1978,48,27
957.07,Cam_05,1979,91,100
957.39,Cam_01,1980,76,144
957.43,Cam_03,1981,49,21
958.38,Cam_10,1982,36,143
958.76,Cam_17,1983,28,107
959.18,Cam_02,1984,39,123
959.47,Cam_16,1985,5,92
959.89,Cam_07,1986,81,4
960.91,Cam_13,1987,50,59
961.58,Cam_06,1988,90,136
961.82,Cam_19,1989,9,37
962.07,Cam_20,1990,25,70
962.13,Cam_18,1991,30,60
963.84,Cam_03,1992,84,2
964.77,Cam_02,1993,8,5
964.86,Cam_07,1994,57,119
965.19,Cam_19,1995,9,120
965.29,Cam_02,1996,85,24
965.53,Cam_06,1997,90,52
965.59,Cam_02,1998,72,77
966.94,Cam_19,1999,44,98
967.42,Cam_08,2000,89,8
969.04,Cam_16,2001,5,99
969.20,Cam_07,2002,68,93
970.22,Cam_17,2003,92,48
971.01,Cam_08,2004,89,109
971.51,Cam_12,2005,2,55
972.08,Cam_10,2006,52,79
972.22,Cam_10,2007,55,137
972.72,Cam_18,2008,30,124
972.77,Cam_17,2009,28,92
973.92,Cam_17,2010,10,128
974.13,Cam_19,2011,9,29
974.25,Cam_10,2012,36,39
974.91,Cam_08,2013,89,61
976.38,Cam_02,2014,8,30
976.71,Cam_03,2015,84,6
977.04,Cam_09,2016,13,14
977.07,Cam_08,2017,57,105
977.98,Cam_10,2018,52,103
978.16,Cam_01,2019,39,123
980.87,Cam_17,2020,28,15
981.20,Cam_04,2021,49,26
981.32,Cam_10,2022,55,53
981.58,Cam_02,2023,3,1
981.93,Cam_07,2024,81,117
982.79,Cam_18,2025,30,140
983.08,Cam_08,2026,89,8
983.28,Cam_18,2027,44,106
984.77,Cam_16,2028,41,107
985.63,Cam_20,2029,25,40
986.55,Cam_09,2030,13,109
986.93,Cam_13,2031,78,41
987.35,Cam_12,2032,2,42
987.58,Cam_05,2033,46,113
987.98,Cam_17,2034,10,67
988.41,Cam_15,2035,65,44
988.55,Cam_16,2036,6,43
988.89,Cam_04,2037,16,131
989.14,Cam_11,2038,93,111
989.66,Cam_11,2039,55,137
990.01,Cam_05,2040,7,91
990.50,Cam_18,2041,30,132
991.20,Cam_20,2042,25,134
992.01,Cam_14,2043,50,57
992.62,Cam_19,2044,9,82
994.16,Cam_15,2045,65,150
994.34,Cam_07,2046,94,88
995.20,Cam_16,2047,41,45
995.55,Cam_16,2048,6,87
996.24,Cam_18,2049,92,48
996.30,Cam_06,2050,4,84
998.25,Cam_05,2051,46,20
999.73,Cam_03,2052,95,141
999.88,Cam_20,2053,25,13
999.95,Cam_20,2054,9,22
1001.31,Cam_05,2055,7,122
1001.51,Cam_18,2056,30,73
1001.73,Cam_07,2057,90,146
1002.37,Cam_10,2058,13,32
1002.77,Cam_17,2059,10,58
1003.06,Cam_18,2060,44,128
1003.62,Cam_06,2061,4,65
1003.85,Cam_18,2062,28,29
1004.41,Cam_06,2063,46,116
1005.16,Cam_07,2064,90,117
1005.16,Cam_07,2065,57,108
1005.26,Cam_04,2066,16,126
1005.43,Cam_05,2067,26,118
1007.48,Cam_08,2068,96,14
1008.06,Cam_16,2069,6,44
1009.05,Cam_09,2070,59,10
1010.63,Cam_10,2071,97,25
1011.40,Cam_04,2072,16,91
1011.55,Cam_08,2073,57,3
1011.63,Cam_12,2074,55,55
1011.77,Cam_17,2075,10,121
1013.21,Cam_13,2076,98,49
1013.35,Cam_01,2077,8,147
1015.43,Cam_16,2078,6,56
1015.69,Cam_03,2079,3,72
1017.48,Cam_07,2080,89,8
1017.54,Cam_04,2081,84,12
1017.66,Cam_03,2082,87,31
1017.88,Cam_19,2083,9,63
1020.11,Cam_08,2084,57,101
1020.74,Cam_09,2085,36,51
1021.50,Cam_13,2086,33,69
1021.92,Cam_03,2087,3,114
1022.73,Cam_12,2088,55,64
1023.49,Cam_06,2089,81,117
1023.86,Cam_09,2090,52,25
1024.64,Cam_05,2091,99,100
1025.96,Cam_17,2092,5,92
1026.02,Cam_13,2093,100,9
1026.33,Cam_01,2094,8,50
1026.46,Cam_17,2095,10,138
1026.48,Cam_09,2096,66,35
1026.69,Cam_08,2097,89,61
1027.00,Cam_06,2098,7,66
1027.91,Cam_16,2099,6,107
1028.29,Cam_17,2100,41,124
1029.10,Cam_19,2101,9,134
1029.38,Cam_11,2102,2,39
1029.73,Cam_13,2103,33,41
1030.07,Cam_15,2104,50,54
1030.30,Cam_18,2105,10,7
1030.79,Cam_07,2106,4,65
1031.72,Cam_08,2107,57,105
1031.86,Cam_18,2108,5,82
1033.71,Cam_03,2109,3,90
1033.76,Cam_10,2110,36,139
1034.03,Cam_06,2111,7,52
1035.11,Cam_19,2112,9,22
1035.41,Cam_11,2113,2,32
1035.51,Cam_06,2114,68,93
1035.79,Cam_16,2115,6,87
1036.79,Cam_06,2116,26,8
1037.51,Cam_20,2117,101,120
1037.58,Cam_19,2118,25,13
1038.01,Cam_04,2119,84,72
1039.09,Cam_16,2120,65,11
1039.98,Cam_10,2121,36,110
1040.75,Cam_17,2122,41,56
1040.95,Cam_15,2123,50,57
1040.95,Cam_20,2124,101,70
1041.70,Cam_11,2125,2,53
1041.90,Cam_02,2126,39,6
1042.22,Cam_02,2127,51,97
1042.45,Cam_14,2128,78,69
1043.52,Cam_09,2129,13,51
1043.95,Cam_17,2130,88,112
1045.48,Cam_07,2131,4,146
1045.74,Cam_11,2132,2,137
1047.78,Cam_02,2133,76,24
1048.49,Cam_02,2134,39,21
1050.19,Cam_19,2135,25,98
1050.20,Cam_10,2136,52,79
1052.96,Cam_03,2137,49,131
1053.29,Cam_18,2138,5,67
1053.86,Cam_14,2139,98,49
1055.46,Cam_05,2140,46,122
1057.11,Cam_09,2141,13,143
1058.53,Cam_05,2142,16,148
1058.98,Cam_03,2143,49,80
1060.12,Cam_19,2144,30,140
1060.25,Cam_06,2145,90,117
1060.31,Cam_01,2146,51,71
1061.43,Cam_19,2147,28,106
1062.89,Cam_12,2148,48,27
1064.87,Cam_08,2149,94,109
1066.87,Cam_04,2150,3,125
1066.89,Cam_04,2151,87,31
1068.58,Cam_19,2152,44,132
1068.69,Cam_20,2153,9,37
1069.81,Cam_17,2154,88,112
1070.30,Cam_06,2155,90,65
1070.38,Cam_09,2156,13,143
1071.09,Cam_20,2157,25,40
1071.09,Cam_05,2158,16,20
1071.31,Cam_03,2159,84,97
1071.90,Cam_17,2160,10,73
1072.08,Cam_15,2161,6,99
1073.32,Cam_15,2162,65,69
1074.46,Cam_10,2163,2,39
1075.43,Cam_03,2164,49,1
1075.57,Cam_06,2165,90,52
1075.77,Cam_02,2166,102,77
1076.59,Cam_13,2167,55,55
1076.81,Cam_07,2168,57,101
1077.25,Cam_09,2169,96,103
1078.04,Cam_14,2170,33,57
1078.96,Cam_07,2171,89,119
1080.90,Cam_18,2172,41,82
1082.46,Cam_04,2173,3,2
1082.97,Cam_02,2174,8,80
1083.38,Cam_20,2175,25,134
1083.42,Cam_19,2176,44,70
1083.45,Cam_05,2177,16,122
1083.89,Cam_01,2178,39,123
1083.99,Cam_14,2179,50,41
1084.23,Cam_16,2180,6,43
1084.43,Cam_03,2181,49,5
1085.69,Cam_05,2182,7,84
1086.33,Cam_11,2183,36,42
1086.67,Cam_01,2184,76,30
1086.68,Cam_11,2185,103,111
1088.26,Cam_01,2186,102,77
1089.46,Cam_16,2187,6,107
1090.05,Cam_06,2188,90,108
1090.15,Cam_17,2189,5,15
1090.51,Cam_17,2190,10,45
1090.51,Cam_19,2191,101,7
1091.20,Cam_15,2192,78,54
1091.42,Cam_08,2193,4,25
1091.89,Cam_03,2194,87,31
1091.89,Cam_09,2195,97,39
1092.45,Cam_19,2196,92,48
1093.89,Cam_06,2197,46,88
1094.46,Cam_16,2198,88,112
1095.08,Cam_07,2199,26,65
1096.04,Cam_07,2200,89,14
1096.50,Cam_18,2201,41,67
1096.52,Cam_08,2202,4,109
1097.29,Cam_10,2203,13,143
1097.65,Cam_13,2204,98,49
1097.90,Cam_16,2205,6,99
1098.10,Cam_03,2206,49,12
1098.40,Cam_03,2207,104,141
1098.73,Cam_12,2208,55,42
1099.01,Cam_06,2209,46,113
1099.41,Cam_07,2210,81,66
1100.15,Cam_05,2211,7,91
1100.29,Cam_05,2212,16,8
1100.63,Cam_14,2213,50,150
1100.87,Cam_17,2214,5,43
1102.08,Cam_10,2215,66,35
1104.92,Cam_17,2216,10,11
1105.39,Cam_10,2217,13,110
1108.52,Cam_10,2218,96,53
1109.18,Cam_16,2219,6,124
1110.75,Cam_13,2220,48,27
1112.68,Cam_04,2221,84,148
1113.85,Cam_08,2222,4,51
1114.18,Cam_17,2223,5,44
1114.59,Cam_19,2224,9,13
1115.09,Cam_20,2225,30,40
1115.68,Cam_06,2226,46,119
1116.59,Cam_18,2227,28,140
1116.63,Cam_18,2228,44,58
1116.74,Cam_13,2229,33,64
1117.46,Cam_18,2230,101,67
1117.62,Cam_19,2231,25,98
1117.69,Cam_01,2232,8,6
1117.87,Cam_08,2233,59,10
1118.45,Cam_18,2234,41,138
1118.77,Cam_20,2235,30,22
1118.80,Cam_03,2236,3,114
1118.83,Cam_03,2237,49,24
1119.52,Cam_06,2238,57,101
1120.17,Cam_18,2239,28,45
1120.87,Cam_03,2240,84,2
1121.61,Cam_02,2241,51,12
1121.84,Cam_17,2242,5,29
1121.92,Cam_07,2243,94,146
1121.99,Cam_11,2244,2,137
1122.15,Cam_02,2245,39,1
1122.84,Cam_10,2246,96,139
1123.01,Cam_11,2247,52,32
1123.24,Cam_17,2248,10,11
1125.07,Cam_07,2249,90,109
1125.41,Cam_05,2250,7,118
1126.24,Cam_01,2251,8,80
1126.67,Cam_17,2252,5,121
1127.76,Cam_12,2253,36,55
1129.11,Cam_04,2254,99,100
1132.03,Cam_18,2255,28,63
1132.34,Cam_02,2256,51,50
1133.25,Cam_11,2257,2,137
1133.55,Cam_04,2258,16,8
1134.21,Cam_15,2259,50,87
1134.43,Cam_05,2260,7,88
1134.47,Cam_04,2261,84,97
1135.08,Cam_06,2262,57,91
1135.38,Cam_03,2263,105,141
1135.71,Cam_01,2264,8,21
1135.73,Cam_03,2265,49,24
1136.15,Cam_02,2266,102,77
1136.38,Cam_01,2267,39,71
1136.69,Cam_17,2268,10,56
1136.79,Cam_08,2269,97,65
1137.29,Cam_06,2270,26,117
1141.48,Cam_14,2271,100,9
1141.78,Cam_18,2272,28,92
1142.63,Cam_16,2273,65,99
1143.58,Cam_18,2274,9,58
1144.61,Cam_03,2275,51,90
1146.34,Cam_07,2276,4,66
1146.78,Cam_20,2277,25,7
1146.89,Cam_14,2278,78,41
1147.09,Cam_13,2279,55,57
1147.11,Cam_06,2280,57,14
1147.33,Cam_02,2281,3,123
1147.41,Cam_02,2282,76,30
1148.19,Cam_06,2283,26,108
1149.19,Cam_03,2284,51,125
1149.20,Cam_16,2285,106,112
1149.84,Cam_08,2286,97,105
1149.94,Cam_09,2287,13,79
1150.21,Cam_05,2288,68,93
1150.84,Cam_20,2289,25,120
1151.15,Cam_06,2290,81,84
1152.28,Cam_19,2291,107,48
1152.86,Cam_20,2292,108,132
1152.96,Cam_15,2293,6,99
1153.51,Cam_18,2294,28,45
1154.28,Cam_11,2295,96,139
1154.74,Cam_05,2296,46,148
1154.79,Cam_15,2297,50,87
1156.94,Cam_04,2298,49,131
1157.33,Cam_15,2299,6,41
1157.92,Cam_02,2300,3,71
1158.70,Cam_02,2301,76,1
1159.73,Cam_19,2302,101,134
1160.13,Cam_07,2303,4,108
1161.14,Cam_02,2304,39,123
1162.93,Cam_05,2305,46,88
1165.65,Cam_17,2306,44,73
1167.45,Cam_01,2307,39,50
1168.81,Cam_04,2308,109,100
1169.61,Cam_09,2309,13,53
1169.61,Cam_17,2310,41,44
1170.18,Cam_06,2311,90,101
1170.23,Cam_15,2312,6,54
1170.69,Cam_20,2313,108,70
1174.01,Cam_14,2314,33,150
1174.30,Cam_12,2315,52,55
1174.37,Cam_02,2316,76,1
1174.71,Cam_17,2317,44,124
1174.83,Cam_15,2318,6,107
1174.91,Cam_03,2319,16,114
1175.02,Cam_03,2320,84,8
1176.92,Cam_15,2321,65,69
1177.25,Cam_12,2322,2,57
1178.41,Cam_04,2323,7,131
1181.24,Cam_18,2324,5,138
1182.98,Cam_03,2325,16,125
1183.91,Cam_08,2326,94,146
1184.46,Cam_02,2327,76,6
1184.47,Cam_18,2328,10,98
1184.60,Cam_06,2329,90,117
1184.92,Cam_19,2330,30,37
1185.79,Cam_03,2331,49,5
1186.12,Cam_13,2332,110,49
1186.46,Cam_11,2333,52,32
1187.20,Cam_12,2334,2,137
1187.32,Cam_04,2335,111,24
1187.48,Cam_07,2336,26,109
1187.66,Cam_19,2337,9,82
1188.35,Cam_20,2338,108,40
1188.63,Cam_20,2339,101,7
1188.73,Cam_02,2340,112,77
1189.94,Cam_08,2341,113,39
1190.47,Cam_05,2342,57,122
1191.27,Cam_18,2343,30,140
1191.81,Cam_11,2344,36,143
1192.01,Cam_10,2345,114,35
1193.24,Cam_04,2346,109,100
1193.66,Cam_18,2347,5,67
1194.44,Cam_06,2348,90,66
1195.07,Cam_16,2349,50,11
1195.68,Cam_10,2350,103,111
1195.77,Cam_18,2351,10,45
1196.33,Cam_06,2352,4,119
1196.49,Cam_03,2353,16,6
1196.55,Cam_19,2354,9,92
1197.32,Cam_01,2355,3,50
1199.12,Cam_16,2356,50,87
1199.31,Cam_12,2357,2,57
1200.13,Cam_16,2358,41,15
1200.42,Cam_16,2359,44,41
1200.79,Cam_04,2360,51,131
1201.11,Cam_03,2361,49,30
1203.65,Cam_02,2362,8,80
1204.30,Cam_07,2363,97,51
1204.66,Cam_06,2364,4,113
1204.84,Cam_11,2365,36,42
1206.46,Cam_02,2366,39,5
1206.89,Cam_08,2367,115,10
1206.96,Cam_19,2368,25,134
1206.99,Cam_06,2369,68,93
1208.68,Cam_01,2370,3,71
1210.72,Cam_03,2371,16,97
1212.29,Cam_03,2372,7,90
1212.72,Cam_07,2373,97,14
1213.62,Cam_20,2374,9,37
1214.23,Cam_06,2375,4,84
1214.45,Cam_01,2376,3,80
1216.07,Cam_13,2377,78,64
1216.78,Cam_12,2378,96,42
1216.80,Cam_19,2379,28,70
1217.66,Cam_18,2380,10,56
1217.69,Cam_18,2381,5,121
1219.21,Cam_04,2382,46,2
1219.91,Cam_17,2383,30,124
1221.99,Cam_10,2384,13,110
1222.44,Cam_19,2385,116,48
1222.78,Cam_19,2386,25,22
1222.89,Cam_11,2387,36,55
1223.38,Cam_03,2388,16,12
1224.87,Cam_12,2389,55,137
1225.78,Cam_17,2390,30,140
1225.93,Cam_09,2391,114,35
1226.15,Cam_11,2392,103,111
1226.35,Cam_14,2393,6,69
1227.24,Cam_04,2394,84,114
1227.39,Cam_19,2395,28,82
1227.45,Cam_07,2396,97,65
1227.69,Cam_13,2397,78,57
1227.80,Cam_04,2398,105,141
1227.82,Cam_12,2399,48,27
1229.82,Cam_19,2400,25,58
1231.15,Cam_12,2401,96,32
1231.95,Cam_06,2402,68,93
1233.12,Cam_19,2403,108,121
1233.25,Cam_20,2404,107,48
1234.17,Cam_02,2405,117,77
1234.75,Cam_11,2406,36,55
1236.56,Cam_02,2407,49,5
1238.05,Cam_06,2408,26,109
1239.66,Cam_07,2409,97,105
1241.30,Cam_13,2410,48,27
1241.77,Cam_17,2411,30,29
1241.80,Cam_17,2412,50,73
1243.04,Cam_14,2413,6,107
1243.73,Cam_18,2414,108,70
1245.12,Cam_09,2415,114,35
1245.16,Cam_05,2416,90,119
1245.33,Cam_02,2417,49,80
1246.12,Cam_20,2418,28,134
1246.64,Cam_12,2419,52,139
1246.64,Cam_13,2420,33,64
1248.04,Cam_18,2421,108,63
1249.87,Cam_17,2422,106,112
1250.35,Cam_02,2423,7,21
1251.14,Cam_06,2424,26,148
1251.61,Cam_20,2425,28,132
1251.67,Cam_13,2426,100,9
1256.69,Cam_19,2427,101,22
1260.39,Cam_19,2428,9,63
1260.59,Cam_13,2429,2,69
1261.35,Cam_04,2430,57,90
1261.88,Cam_12,2431,103,111
1262.16,Cam_06,2432,26,117
1262.58,Cam_05,2433,51,131
1265.99,Cam_04,2434,16,125
1268.70,Cam_17,2435,44,73
1269.36,Cam_15,2436,41,15
1269.51,Cam_02,2437,3,30
1270.59,Cam_03,2438,8,8
1271.14,Cam_09,2439,13,53
1272.80,Cam_16,2440,30,29
1272.89,Cam_13,2441,2,137
1272.89,Cam_02,2442,3,6
1273.13,Cam_03,2443,105,141
1274.31,Cam_06,2444,26,51
1274.81,Cam_02,2445,7,21
1276.45,Cam_05,2446,4,122
1277.66,Cam_07,2447,94,146
1277.86,Cam_05,2448,46,114
1278.51,Cam_13,2449,55,150
1279.11,Cam_08,2450,114,35
1280.58,Cam_18,2451,25,44
1281.15,Cam_02,2452,3,50
1281.33,Cam_17,2453,10,45
1283.09,Cam_19,2454,107,48
1283.86,Cam_10,2455,36,110
1284.76,Cam_04,2456,118,24
1286.20,Cam_07,2457,94,101
1287.06,Cam_01,2458,39,71
1288.01,Cam_12,2459,78,42
1289.01,Cam_19,2460,5,22
1289.13,Cam_18,2461,25,98
1289.37,Cam_16,2462,50,41
1289.86,Cam_13,2463,119,49
1290.97,Cam_20,2464,101,121
1291.36,Cam_14,2465,41,107
1296.56,Cam_20,2466,9,82
1297.34,Cam_18,2467,25,138
1297.57,Cam_20,2468,101,92
1298.20,Cam_17,2469,108,29
1298.83,Cam_02,2470,3,71
1299.30,Cam_12,2471,78,42
1299.53,Cam_12,2472,120,111
1301.49,Cam_16,2473,121,140
1303.08,Cam_15,2474,6,11
1303.24,Cam_19,2475,5,67
1304.11,Cam_06,2476,90,148
1304.81,Cam_20,2477,9,22
1305.93,Cam_18,2478,25,58
1306.36,Cam_10,2479,13,143
1307.18,Cam_02,2480,3,97
1307.19,Cam_19,2481,28,70
1307.27,Cam_08,2482,97,14
1308.08,Cam_08,2483,122,39
1309.03,Cam_05,2484,118,24
1309.59,Cam_18,2485,44,73
1310.05,Cam_13,2486,41,107
1310.48,Cam_05,2487,57,66
1313.01,Cam_15,2488,6,87
1313.04,Cam_12,2489,120,111
1313.42,Cam_14,2490,33,150
1315.24,Cam_03,2491,49,5
1316.64,Cam_12,2492,2,32
1317.30,Cam_03,2493,16,80
1321.20,Cam_02,2494,3,8
1321.87,Cam_09,2495,115,10
1322.31,Cam_19,2496,28,82
1324.17,Cam_05,2497,84,113
1324.64,Cam_06,2498,51,146
1325.09,Cam_14,2499,33,57
1326.59,Cam_05,2500,26,114
1327.54,Cam_18,2501,10,124
1328.09,Cam_19,2502,28,37
1329.06,Cam_11,2503,36,139
1331.41,Cam_06,2504,4,109
1332.28,Cam_03,2505,7,125
1332.74,Cam_07,2506,90,65
1332.80,Cam_13,2507,123,27
1332.91,Cam_04,2508,8,119
1333.52,Cam_18,2509,10,98
1333.63,Cam_19,2510,101,134
1334.08,Cam_10,2511,36,110
1336.20,Cam_01,2512,117,77
1337.86,Cam_09,2513,114,35
1341.84,Cam_04,2514,46,90
1344.08,Cam_02,2515,39,5
1344.57,Cam_02,2516,16,80
1344.90,Cam_05,2517,68,93
1345.75,Cam_06,2518,94,105
1347.10,Cam_01,2519,117,77
1347.15,Cam_18,2520,10,37
1347.65,Cam_12,2521,55,139
1350.33,Cam_19,2522,9,132
1352.78,Cam_05,2523,51,117
1353.28,Cam_04,2524,105,141
1353.47,Cam_19,2525,25,63
1353.93,Cam_04,2526,46,131
1355.06,Cam_09,2527,13,110
1355.22,Cam_16,2528,108,87
1356.55,Cam_01,2529,3,21
1357.67,Cam_03,2530,8,125
1358.51,Cam_13,2531,78,64
1359.60,Cam_03,2532,16,30
1359.64,Cam_02,2533,39,6
1359.95,Cam_08,2534,90,14
1359.96,Cam_12,2535,55,107
1360.44,Cam_19,2536,9,124
1361.17,Cam_12,2537,78,111
1361.48,Cam_14,2538,41,69
1362.01,Cam_18,2539,5,82
1362.43,Cam_17,2540,121,140
1365.53,Cam_14,2541,100,9
1366.09,Cam_14,2542,6,137
1366.19,Cam_07,2543,97,51
1366.43,Cam_20,2544,28,121
1367.46,Cam_11,2545,2,32
1368.12,Cam_19,2546,44,132
1368.43,Cam_18,2547,107,48
1369.46,Cam_06,2548,57,146
1369.97,Cam_13,2549,33,139
1369.98,Cam_19,2550,9,22
1370.06,Cam_19,2551,25,92
1370.46,Cam_05,2552,51,105
1371.69,Cam_05,2553,4,113
1371.73,Cam_12,2554,119,49
1371.85,Cam_05,2555,94,119
1373.31,Cam_08,2556,115,10
1373.41,Cam_07,2557,97,14
1375.76,Cam_20,2558,28,124
1376.50,Cam_01,2559,3,71
1377.14,Cam_03,2560,105,141
1379.84,Cam_18,2561,101,58
1381.69,Cam_06,2562,57,105
1382.12,Cam_19,2563,25,44
1383.33,Cam_05,2564,4,109
1386.44,Cam_12,2565,78,111
1386.77,Cam_18,2566,121,140
1387.24,Cam_19,2567,9,22
1387.38,Cam_20,2568,28,121
1389.91,Cam_04,2569,26,90
1391.74,Cam_08,2570,13,110
1392.17,Cam_13,2571,55,150
1392.28,Cam_05,2572,124,93
1392.77,Cam_03,2573,46,50
1392.90,Cam_20,2574,28,70
1393.19,Cam_02,2575,7,21
1393.47,Cam_05,2576,4,66
1394.60,Cam_07,2577,90,146
1395.00,Cam_02,2578,8,71
1396.42,Cam_07,2579,97,148
1398.21,Cam_08,2580,13,101
1399.32,Cam_20,2581,28,92
1402.70,Cam_18,2582,44,63
1403.33,Cam_13,2583,41,49
1404.75,Cam_18,2584,25,44
1406.72,Cam_17,2585,10,29
1406.91,Cam_03,2586,46,30
1407.28,Cam_09,2587,36,143
1407.84,Cam_19,2588,5,134
1409.98,Cam_02,2589,117,77
1410.95,Cam_17,2590,108,87
1411.22,Cam_10,2591,114,35
1411.33,Cam_03,2592,39,80
1411.47,Cam_01,2593,7,97
1412.34,Cam_02,2594,16,8
1412.51,Cam_20,2595,28,92
1413.61,Cam_14,2596,33,57
1414.13,Cam_18,2597,44,82
1414.63,Cam_16,2598,10,11
1416.83,Cam_03,2599,46,50
1417.29,Cam_13,2600,41,137
1418.91,Cam_03,2601,39,131
1420.20,Cam_18,2602,25,73
1422.85,Cam_06,2603,51,146
1428.48,Cam_20,2604,28,121
1428.68,Cam_19,2605,101,92
